generation,min_fitness,max_fitness,avg_fitness,std_fitness
35,1145.8638981563035,1261.3874395150879,1235.8237652347996,21.340618397791282
36,1112.1265408419015,1257.751914045206,1232.7438328649757,21.1472312279086
37,1112.1265408419015,1254.8088022056174,1229.6785808957222,20.903433547398663
38,1112.1265408419015,1251.5452303862137,1226.0387270214655,20.824619652136423
39,1112.1265408419015,1248.1486360703982,1222.4636372007733,20.688215689700733
40,1112.1265408419015,1244.7130663591886,1219.2401263365566,20.67763729903971
41,1083.253008974886,1241.5467637020438,1215.3278666923554,21.448425507185625
42,1083.253008974886,1237.938358163027,1211.4449718556057,21.65741558715822
43,1083.253008974886,1233.9430717219636,1208.373247627246,21.251526796085408
44,1083.253008974886,1230.8877303884726,1205.3900543502643,21.315290693690137
45,1083.253008974886,1227.0333650827856,1202.183368485423,21.72599239449352
46,1083.253008974886,1223.9634720584604,1199.1446257796217,21.884200516779135
47,1083.253008974886,1220.465619904502,1196.1455872636998,21.726494543959962
48,1083.253008974886,1216.7744116219953,1192.244730461176,21.881199803949222
49,1077.7091804904665,1213.6937896012782,1188.4806749944134,22.501672226690935
50,1077.7091804904665,1210.906270775657,1185.3838583440706,22.56059392625876
51,1077.7091804904665,1207.523167335258,1181.8338927540285,22.76739367405461
52,1077.7091804904665,1205.243986884297,1178.144555772914,23.358612215652133
53,1077.7091804904665,1200.9786743773163,1173.608582095057,23.783033016669982
54,1076.5478414861539,1196.63971610594,1168.5608297530587,24.29666030419467
55,1070.2344400861264,1191.3976918618682,1163.0878489129632,24.976800693750256
56,1070.2344400861264,1186.0567447446547,1156.9502431290477,24.828197231417423
57,1070.2344400861264,1180.8967682486882,1151.3754344923382,24.14722394777223
58,1059.5824884290384,1175.7146153837614,1145.9919632616852,23.452948795575047
59,1026.4759666489613,1170.0208230855503,1140.0113065255805,23.42632081538494
60,1026.4759666489613,1162.513259092138,1132.9580003439744,23.671851788377072
61,1021.6520675921032,1155.5558305932082,1126.2087261824424,24.33480035958588
62,1021.6520675921032,1149.7063127102124,1120.175387579877,23.88385237165614
63,1021.6520675921032,1143.8867459860362,1114.6735562341853,23.164294155788465
64,1006.0476453347807,1137.2220861501507,1108.847178770724,23.19907183846652
65,1000.1845835852965,1129.8391835730008,1102.1333486925016,23.589804366039118
66,1000.1845835852965,1122.7324309153184,1095.2542057331998,23.954117512078835
67,993.9362794821295,1116.3279967100646,1087.4932483180683,23.96641806216811
68,985.1179889117835,1108.8867836584486,1079.763439199896,24.39076274968914
69,985.1179889117835,1101.1301384638289,1071.1228741053228,24.753809339676167
70,977.2847885590114,1091.769739735897,1061.2822941356173,24.709067679634497
71,977.2847885590114,1082.851737860234,1051.477395752125,23.52663924759506
72,977.2847885590114,1071.1534155590764,1041.1180325171995,21.860878641872862
73,975.7995086454035,1056.941857370014,1029.8992907198635,19.002602692677737
74,970.0708623820256,1046.7355938439005,1021.5830223391662,16.325549964488697
75,970.0708623820256,1034.0317181453925,1013.4539660228496,12.644795962986212
76,969.9524100416094,1023.5553372221328,1007.4201870684897,10.808177362110277
77,969.9524100416094,1016.388663499477,1002.5562934837499,9.403547383139948
78,962.9153191456011,1011.3819792293436,999.330209531201,8.456012051561023
79,951.2673816240703,1006.9819915951675,996.3300748939839,8.015359293840882
80,949.0213940661944,1003.3366928110282,993.4031817901864,7.543938068820598
81,949.0213940661944,1000.2817237308734,991.0135600222374,7.0458638542583305
82,949.0213940661944,997.6246469211467,988.9469936209606,6.594559122076465
83,949.0213940661944,995.4939628873628,987.2525087978438,6.3757249098727975
84,949.0213940661944,993.3415999722031,985.5828518766642,6.188935882209279
85,949.0213940661944,991.2884625378294,983.9526497745379,5.8647489041607095
86,949.0213940661944,989.4424230352289,982.3710730780533,5.763366035432036
87,949.0213940661944,987.8039165241443,980.9800308289313,5.830024772983727
88,949.0213940661944,986.1614829264856,979.2990422472031,5.865218900267382
89,939.1341564425074,984.6190014348663,977.9162907862338,5.871018002384955
90,939.1341564425074,983.1474049599036,976.4173344950342,5.746997066921748
91,939.1341564425074,981.938321357811,975.0660048103352,5.752601882381453
92,939.1341564425074,980.2584251313975,973.7917724603303,5.770045863449856
93,939.1341564425074,979.049854740484,972.3906946073824,5.856311359724709
94,939.1341564425074,977.5377518746441,970.7778951949701,6.141444135456332
95,935.4085975150891,976.4380199705397,969.2976324559578,6.385109153394355
96,935.4085975150891,975.1178788840532,968.0294035253745,6.4441600727148165
97,935.4085975150891,973.8958123686524,966.6414236491453,6.586220529456687
98,935.4085975150891,972.6105124659888,965.3015298440824,6.572838075010619
99,931.3675264264269,971.3019513404844,963.8344945140711,6.773603290244183
