generation,min_fitness,max_fitness,avg_fitness,std_fitness
0,919.8310721323903,1091.9947772521327,1007.8896786761078,44.604916394591285
1,919.8310721323903,1091.9947772521327,1006.0829066369371,41.20349548312549
2,919.8310721323903,1098.7482850531103,1005.4119742021173,39.055260278262956
3,919.0671834471456,1106.3503949483813,1005.6694124669758,38.621339131896924
4,911.9658427142792,1113.9840578173146,1005.1401379899793,39.369963310179486
5,899.7859736663146,1113.9840578173146,1004.2357966518749,39.70108244499473
6,858.244983702509,1045.4230138637504,992.078288361627,34.02299117788684
7,858.244983702509,1025.5885430012866,981.1252036055595,30.464308975794708
8,858.244983702509,1013.4733785632656,973.1246748776992,28.492827645641153
9,858.244983702509,1004.0315097064079,966.2691065800011,26.94299424700831
10,858.244983702509,997.4454416317783,960.6469976743027,25.874361346676583
11,858.244983702509,990.0257710268705,955.0466370952387,24.417393123309783
12,852.2528163221422,983.4485304988402,950.7172184950191,23.54236396538776
13,844.3378359305182,978.6948686382179,946.8867008897308,23.201476844496735
14,832.2044580306867,972.84109525392,942.7705130200954,22.922830440443526
15,832.2044580306867,969.8200425295796,939.5649148989337,22.79547045377253
16,832.2044580306867,966.0327647762801,936.596329886457,22.598174632273782
17,832.2044580306867,962.5449994899301,933.9608557293025,22.098591450061136
18,832.2044580306867,959.041382658277,931.2679544050106,21.988436848452796
19,832.2044580306867,956.0159569024662,928.2940125953781,22.21798376392884
20,832.2044580306867,953.5639874184437,925.7771927526995,22.018222589085862
21,832.2044580306867,951.036891981603,923.6023007825877,21.951083485075813
22,832.2044580306867,970.1008598706717,937.9152028364259,25.369226956159928
23,832.2044580306867,963.8550138929842,933.2687845515278,24.584960154185556
24,806.7130508729837,959.3069824897511,928.9456740240811,25.0584546365278
25,805.7439733542432,955.6649816096188,925.1656255084902,25.54481886382171
26,805.7439733542432,953.0356210866169,921.4904498532388,26.41131752842507
27,805.7439733542432,949.6804902442385,917.9997210862574,26.435118430332093
28,805.7439733542432,955.3807190048108,923.3820600851661,27.07976398346079
29,805.7439733542432,951.1683967911127,918.1469539724734,27.559758662249543
30,805.7439733542432,947.1663474107984,914.009179836969,27.687198086879313
31,802.2057725469061,949.6180149379582,916.131434248436,27.833951150239127
32,802.2057725469061,944.172767423739,909.7687450034497,28.71265677816131
33,802.2057725469061,944.25378624663,910.7259180377129,28.07974533799787
34,802.2057725469061,941.3336671579737,907.7238827338912,27.981944570723044
35,802.2057725469061,939.0096650056712,905.3134263303119,28.133861046335905
36,802.2057725469061,936.9301969571511,902.9419392445801,28.58256597927197
37,802.2057725469061,934.6399840471867,900.2972241230099,28.830842708234165
38,802.2057725469061,932.4900802779774,896.9267815791095,28.783278540878545
39,802.2057725469061,929.8110519704663,893.9631922030677,28.563433110695474
40,802.2057725469061,927.3439872819439,890.842190677842,28.389000923510338
41,802.2057725469061,923.8734030448151,887.2686099238737,28.267398777106617
42,802.2057725469061,919.9182705715004,882.6115566543058,28.191898637204172
43,802.2057725469061,916.1581594306027,878.877674075459,27.54628871841261
44,802.2057725469061,911.8001567643905,875.120422406894,26.958273852876037
45,802.2057725469061,908.224410375124,871.4561911007373,26.236729242484348
46,802.2057725469061,903.6231829434992,867.4286015925464,25.58262267807542
47,792.1722522121024,899.9342171753349,863.5159644192526,24.89118771632455
48,792.1722522121024,896.3277809691293,859.9454498555224,24.0766289867975
49,792.1722522121024,891.0926916439568,856.0908746835618,23.208002707259734
50,792.1722522121024,886.133806280603,851.8640594934811,21.840908279706387
51,792.1722522121024,880.2710944103293,847.1867000690702,20.247284529051118
52,786.9767717823554,873.4139721657514,841.8934376524021,17.805257228858416
53,786.9767717823554,863.9886018194554,837.0255515588351,15.389344550872435
54,786.9767717823554,856.5963249571537,833.3316054491232,13.730527997626298
55,786.9767717823554,850.496017992949,829.9689854116656,12.481585430416136
56,786.9767717823554,844.9158054787188,827.1382438703423,11.282259869404177
57,777.0348831888979,840.0679753777995,824.6016037572923,10.62111027890243
58,777.0348831888979,836.9726284011991,822.4059128492429,10.129121093885553
59,773.9715620644042,834.1767915473627,820.3452567146903,9.894334963728118
60,773.9715620644042,831.9246043122893,818.648353508464,9.803615669488027
61,773.8847625915422,829.7270387878358,816.7713700059177,9.693680690540491
62,773.4258237240006,827.2642132426215,814.816036534513,9.690976383298649
63,773.4258237240006,825.6675633101593,813.2880212142509,9.596789319398539
64,773.3401507456886,823.4293014632233,811.7088366766558,9.499731046082946
65,763.7459137565828,821.5058792926153,810.0329402880479,9.709326306421307
66,763.5879169565702,819.6773343867048,808.2645211965273,9.819611293481099
67,763.5879169565702,818.2594602315293,806.671347277772,9.81942205017719
68,763.5879169565702,816.5402559725416,804.6363018521192,9.99712599753618
69,758.0965838530841,814.7751948000858,802.7845506793658,10.285697987864191
70,758.0965838530841,812.9771954139391,800.6981685463978,10.571757829889645
71,756.1303990081869,811.0040960495164,798.3537197217945,10.868209333644515
72,730.1819657276914,809.0592671230779,796.3199369957061,11.06230165817503
73,730.1819657276914,807.4732748870704,794.0035717619086,11.536950880855102
74,730.1819657276914,805.3771910340412,792.0196120095047,11.498887073659791
75,729.9363863247719,803.7283903744619,789.8998330742482,11.740202615323076
76,729.9363863247719,801.7563210775097,787.9608696203389,11.81486305266122
77,727.4119497448428,799.8916060489964,785.973933686055,12.011172852491935
78,727.4119497448428,798.2265642069583,784.2627217862678,11.83612399397661
79,723.2246730323498,796.4963372094855,782.4659274420452,11.838839062150186
