generation,min_fitness,max_fitness,avg_fitness,std_fitness
0,804.7881438922427,1025.1996843509914,995.3231748821904,29.19265749186959
1,802.8255339732412,996.3326764482846,965.5860116467151,31.049304144033286
2,802.8255339732412,979.849085469316,946.0227751158208,31.959841564651548
3,802.8255339732412,965.2954783281349,930.0507984973601,32.411478579941
4,797.6463030444739,953.4657206044301,918.0060153061505,32.1575021857108
5,785.6865712655319,942.4623398857167,907.2091131536271,32.059066754971106
6,785.6865712655319,933.4730005801783,897.494535730284,30.42348751543491
7,711.9274245688531,924.563583844562,888.5029163313304,30.329399833572037
8,711.9274245688531,914.7674695773454,879.4974001905092,29.11514942453038
9,711.9274245688531,906.726793841197,871.4831021987007,28.436590009444004
10,711.9274245688531,899.2949600040271,864.7507871201734,27.47560017733702
11,698.1170685026449,891.3270513829423,858.1907126645362,27.40603580554061
12,698.1170685026449,885.0760207482563,853.0932527746791,27.533971285428184
13,671.3179383185817,878.857660539773,846.9337422720511,29.420327432861633
14,658.143843340882,873.6280370475017,840.0915456236368,31.256752911541565
15,658.143843340882,867.1957713212798,833.8172645067655,32.03575209250708
16,658.143843340882,861.1206681587282,826.7172134891285,34.44361023970896
17,658.143843340882,855.7637805514705,819.8206420189698,36.28928800943374
18,651.9128693775407,848.7056510751307,811.7106840983132,39.5341168571774
19,651.9128693775407,842.934139740995,802.1830031045255,42.64670913362029
20,629.1634882086186,835.8731967476613,789.5664764973011,45.15261187909566
21,609.5830900856065,826.7868924547843,771.8871332718782,46.19535839502004
22,609.5830900856065,813.458500135892,748.1723846729227,41.87617392811621
23,609.5830900856065,785.4008733086688,724.4668018650725,27.815422955024303
24,591.9660822896584,736.9099228285353,711.167840002712,19.463977838696668
25,591.9660822896584,723.556184305446,702.3034544319049,18.865377060320498
26,591.9660822896584,716.3324045437049,694.86877381826,18.905952834630696
27,591.9660822896584,709.7727907478915,688.5808114879082,18.27896161403385
28,591.9660822896584,703.4784147567167,682.6628550157008,17.405902158258414
29,591.9660822896584,696.2750014038412,676.4758670151476,16.721144872786404
30,591.9660822896584,691.0578739939133,670.8848906373636,16.638024201038952
31,589.3324025475232,685.3258598986357,665.5681523833664,16.157116280993
32,589.3324025475232,679.4431919442958,660.4217332732417,15.454590624856998
33,589.3324025475232,674.1864780245829,655.910176046182,14.750540200267174
34,587.2395225374448,668.8146543614404,651.3418933108885,14.79538322053221
35,580.8361380958307,664.168737601612,647.1240832420478,14.78129838731902
36,580.8361380958307,659.5638408370223,642.4477254547706,14.660677308758542
37,580.8361380958307,655.5656309082902,637.5754437498764,14.770627384427904
38,580.8361380958307,651.3185240677409,633.0488195138696,14.389351550469103
39,580.8361380958307,646.0556928417482,627.9379207967008,13.579123747439088
40,579.6280733739742,640.3154113158365,622.7575214551464,13.002207280492035
41,576.1941473915296,633.8545898506413,617.3741601192331,11.896596582196851
42,575.2035468826247,627.2643092293007,612.6570960165161,10.519074666189749
43,572.8684598864114,622.5024444654117,609.0043271844484,9.6219116428256
44,572.8684598864114,617.3685381904382,605.2649135124841,8.73667436590976
45,566.2599352217102,613.0715110238355,602.429464165439,8.180142670251971
46,566.2599352217102,609.6359634819436,599.7958350201134,8.031594525645469
47,566.2599352217102,607.2244667306139,597.4760452452675,7.977907266299967
48,564.9574079599817,604.7854928680425,594.9775926976421,7.834649385266973
49,564.9574079599817,602.0650502812573,592.53305024172,7.548071345758665
50,564.1380384513059,599.5838488928181,590.3453940090081,7.551168299320958
51,564.1380384513059,597.5142903034572,588.2167551521009,7.496211894089484
52,563.6913535914534,595.3373104821001,586.4164837622958,7.237945275945013
53,563.6913535914534,593.6052432980783,584.8215061944372,6.922816775297939
54,563.6913535914533,591.8347952555458,583.3157097325591,6.604425524869385
55,563.6913535914533,589.8291062431617,582.0184677137515,6.447440045109283
56,563.6913535914533,588.3634425074181,580.8033201444265,6.223137882588428
57,563.6913535914533,587.533980297277,579.9030750530635,5.997146727079917
58,563.6913535914533,586.9829971166391,578.9239728698847,5.7654743566859326
59,563.6913535914533,586.0502602728762,577.9836510615536,5.396556129609661
60,563.6913535914533,584.8487365232711,577.2302175131217,5.105526021853999
61,563.6913535914533,583.55177562994,576.5268036146967,4.887079757852617
62,563.6913535914533,582.563892993234,576.0865966392553,4.696341249805402
63,563.6913535914533,581.9437597838745,575.7366540461534,4.584068721754582
64,563.6913535914533,581.4717264009663,575.2893701711545,4.488792217627615
65,563.6913535914533,581.1422770987607,575.0421089771746,4.37184644191573
66,563.6913535914533,580.513939375204,574.6834491324332,4.243008219636778
67,563.6913535914533,580.1610290613115,574.4093360538641,4.132529846216117
